19,0.498737866,0.316919684,0.498737866,0.498737866,0.498737866,0.498737866,0.498737866,0.498737866,0.498737866,0.498737866,-0.812419275,-0.556530825,-0.576412776,-0.641916704,-0.564495347,-0.59599141,-0.315151515,-0.730421534,0.018181818,0.018181818,0,0,0,0,0,0,0,0,0,0,0.01,0.88
13,-0.326784193,-0.362763936,-0.276012501,-0.170940037,-0.0341879,0.109519733,-0.075701942,0.475924649,0.065171074,0.134942316,0.197414988,-0.203334075,-0.219251678,0.530748322,-0.073278524,0.136382124,-0.280572433,-0.124989383,0.530748322,-0.02076683,0,0,0,0,0,0,0,0,0,0,0.01,0.36
16,0.197414988,-0.203334075,-0.219251678,0.530748322,-0.073278524,0.136382124,-0.280572433,-0.124989383,0.530748322,-0.02076683,-0.326784193,-0.362763936,-0.276012501,-0.170940037,-0.0341879,0.109519733,-0.075701942,0.475924649,0.065171074,0.134942316,0,0,0,0,0,0,0,0,0,0,0.01,0.56
11,0.587588203,0.587588203,0.587588203,0.467347722,0.525331394,0.455058083,0.587588203,0.587588203,0.587588203,0.487588203,-0.745326088,-0.774440046,-0.628923971,-0.543115391,-0.486066829,-0.020509732,-0.724633542,-0.554849897,-0.511707854,-0.214005557,0,0,0,0,0,0,0,0,0,0,0.01,0.24
10,0.414174383,0.414174383,0.414174383,0.414174383,0.414174383,0.414174383,0.414174383,0.414174383,0.414174383,0.232356202,-0.707308378,-0.858665472,-0.597202797,0.018181818,-0.111447811,-0.330702563,-0.770053476,-0.496886675,0.018181818,0.018181818,0,0,0,0,0,0,0,0,0,0,0.01,0.92
12,0.393113228,0.561559254,0.561559254,0.561559254,0.561559254,0.561559254,0.518702111,0.561559254,0.513366483,0.561559254,-0.511470244,-0.825951119,-0.685907828,-0.598467675,-0.39700375,-0.211245236,-0.764941944,-0.674746299,0.024048881,-0.534441685,0,0,0,0,0,0,0,0,0,0,0.01,0.88
17,-0.541438653,-0.532563504,-0.338087204,-0.294337204,-0.187987997,0.33899613,-0.488590077,-0.189739503,-0.125092268,-0.178861013,-0.149004673,-0.087549541,0.637725185,0.524517638,0.637725185,0.165894199,-0.011129777,0.54248709,0.637725185,0.241211024,0,0,0,0,0,0,0,0,0,0,0.01,1
18,-0.149004673,-0.087549541,0.637725185,0.524517638,0.637725185,0.165894199,-0.011129777,0.54248709,0.637725185,0.241211024,-0.541438653,-0.532563504,-0.338087204,-0.294337204,-0.187987997,0.33899613,-0.488590077,-0.189739503,-0.125092268,-0.178861013,0,0,0,0,0,0,0,0,0,0,0.01,1
14,0.26776023,0.456439475,0.438257657,0.456439475,0.329166748,0.258241277,0.456439475,0.395089782,0.28694795,0.261543884,-0.670054035,-0.732824598,-0.487726559,-0.386670752,-0.348929467,0.100508736,-0.081309446,-0.667964171,-0.189146437,0.100508736,0,0,0,0,0,0,0,0,0,0,0.01,0.84
15,0.390184214,0.4258985,0.4258985,0.4258985,0.413993738,0.4258985,0.232478759,0.4258985,0.4258985,0.40685088,-0.813988006,-0.841684862,-0.074363716,-0.527906109,0.020874379,-0.539436905,-0.627209244,-0.412386015,0.001072399,0.020874379,0,0,0,0,0,0,0,0,0,0,0.01,0.84
11,-0.36915266,-0.218894817,-0.184182287,0.219830201,-0.224265386,-0.005127064,-0.090837331,-0.229659614,0.217745565,-0.105850578,-0.179370364,-0.169071776,-0.039768442,0.133629465,0.044317579,0.345984246,-0.074849087,0.027894815,0.637650913,0.637650913,0,0,0,0,0,0,0,0,0,0,0.01,0
16,-0.179370364,-0.169071776,-0.039768442,0.133629465,0.044317579,0.345984246,-0.074849087,0.027894815,0.637650913,0.637650913,-0.36915266,-0.218894817,-0.184182287,0.219830201,-0.224265386,-0.005127064,-0.090837331,-0.229659614,0.217745565,-0.105850578,0,0,0,0,0,0,0,0,0,0,0.01,0.44
